Date,Open,High,Low,Close
06/28/2010,"1,074.89","1,082.60","1,071.45","1,074.57"
06/25/2010,"1,075.10","1,083.56","1,067.89","1,076.76"
06/24/2010,"1,090.93","1,090.93","1,071.60","1,073.69"
06/23/2010,"1,095.57","1,099.64","1,085.31","1,092.04"
06/22/2010,"1,113.90","1,118.50","1,094.18","1,095.31"
06/21/2010,"1,122.79","1,131.23","1,108.24","1,113.20"
06/18/2010,"1,116.16","1,121.01","1,113.93","1,117.51"
06/17/2010,"1,115.98","1,117.72","1,105.87","1,116.04"
06/16/2010,"1,114.02","1,118.74","1,107.13","1,114.61"
06/15/2010,"1,091.21","1,115.59","1,091.21","1,115.23"
06/14/2010,"1,095.00","1,105.91","1,089.03","1,089.63"
06/11/2010,"1,082.65","1,092.25","1,077.12","1,091.60"
06/10/2010,"1,058.77","1,087.85","1,058.77","1,086.84"
06/09/2010,"1,062.75","1,077.74","1,052.25","1,055.69"
06/08/2010,"1,050.81","1,063.15","1,042.17","1,062.00"
06/07/2010,"1,065.84","1,071.36","1,049.86","1,050.47"
06/04/2010,"1,098.43","1,098.43","1,060.50","1,064.88"
06/03/2010,"1,098.82","1,105.67","1,091.81","1,102.83"
06/02/2010,"1,073.01","1,098.56","1,072.03","1,098.38"
06/01/2010,"1,087.30","1,094.77","1,069.89","1,070.71"
05/28/2010,"1,102.59","1,102.59","1,084.78","1,089.41"
05/27/2010,"1,074.27","1,103.52","1,074.27","1,103.06"
05/26/2010,"1,075.51","1,090.75","1,065.59","1,067.95"
05/25/2010,"1,067.42","1,074.75","1,040.78","1,074.03"
05/24/2010,"1,084.78","1,089.95","1,072.70","1,073.65"
05/21/2010,"1,067.26","1,090.16","1,055.90","1,087.69"
05/20/2010,"1,107.34","1,107.34","1,071.58","1,071.59"
05/19/2010,"1,119.57","1,124.27","1,100.66","1,115.05"
05/18/2010,"1,138.78","1,148.66","1,117.20","1,120.80"
05/17/2010,"1,136.52","1,141.88","1,114.96","1,136.94"
05/14/2010,"1,157.19","1,157.19","1,126.14","1,135.68"
05/13/2010,"1,170.04","1,173.57","1,156.14","1,157.44"
05/12/2010,"1,155.43","1,172.87","1,155.43","1,171.67"
05/11/2010,"1,156.39","1,170.48","1,147.71","1,155.79"
05/10/2010,"1,122.27","1,163.85","1,122.27","1,159.73"
05/07/2010,"1,127.04","1,135.13","1,096.13","1,110.88"
05/06/2010,"1,164.38","1,167.58","1,065.79","1,128.15"
05/05/2010,"1,169.24","1,175.95","1,158.15","1,165.90"
05/04/2010,"1,197.50","1,197.50","1,168.12","1,173.60"
05/03/2010,"1,188.58","1,205.13","1,188.58","1,202.26"
04/30/2010,"1,206.77","1,207.99","1,186.32","1,186.69"
04/29/2010,"1,193.30","1,209.36","1,193.30","1,206.78"
04/28/2010,"1,191.97","1,195.05","1,181.81","1,191.36"
04/27/2010,"1,209.92","1,211.38","1,181.62","1,183.71"
04/26/2010,"1,217.07","1,218.80","1,211.07","1,212.05"
04/23/2010,"1,207.87","1,217.28","1,205.10","1,217.28"
04/22/2010,"1,202.52","1,210.27","1,190.19","1,208.67"
04/21/2010,"1,207.16","1,210.99","1,198.85","1,205.94"
04/20/2010,"1,199.04","1,208.58","1,199.04","1,207.17"
04/19/2010,"1,192.06","1,197.87","1,183.68","1,197.52"
04/16/2010,"1,210.17","1,210.17","1,186.77","1,192.13"
04/15/2010,"1,210.77","1,213.92","1,208.50","1,211.67"
04/14/2010,"1,198.69","1,210.65","1,198.69","1,210.65"
04/13/2010,"1,195.94","1,199.04","1,188.82","1,197.30"
04/12/2010,"1,194.94","1,199.20","1,194.71","1,196.48"
04/09/2010,"1,187.47","1,194.66","1,187.15","1,194.37"
04/08/2010,"1,181.75","1,188.55","1,175.12","1,186.44"
04/07/2010,"1,188.23","1,189.60","1,177.25","1,182.45"
04/06/2010,"1,186.01","1,191.80","1,182.77","1,189.44"
04/05/2010,"1,178.71","1,187.73","1,178.71","1,187.44"
04/01/2010,"1,171.23","1,181.43","1,170.69","1,178.10"
03/31/2010,"1,171.75","1,174.56","1,165.77","1,169.43"
03/30/2010,"1,173.75","1,177.83","1,168.92","1,173.27"
03/29/2010,"1,167.71","1,174.85","1,167.71","1,173.22"
03/26/2010,"1,167.58","1,173.93","1,161.48","1,166.59"
03/25/2010,"1,170.03","1,180.69","1,165.09","1,165.73"
03/24/2010,"1,172.70","1,173.04","1,166.01","1,167.72"
03/23/2010,"1,166.47","1,174.72","1,163.83","1,174.17"
03/22/2010,"1,157.25","1,167.82","1,152.88","1,165.81"
03/19/2010,"1,166.68","1,169.20","1,155.33","1,159.90"
03/18/2010,"1,166.13","1,167.77","1,161.16","1,165.83"
03/17/2010,"1,159.94","1,169.84","1,159.94","1,166.21"
03/16/2010,"1,150.83","1,160.28","1,150.35","1,159.46"
03/15/2010,"1,148.53","1,150.98","1,141.45","1,150.51"
03/12/2010,"1,151.71","1,153.41","1,146.97","1,149.99"
03/11/2010,"1,143.96","1,150.24","1,138.99","1,150.24"
03/10/2010,"1,140.22","1,148.26","1,140.09","1,145.61"
03/09/2010,"1,137.56","1,145.37","1,134.90","1,140.45"
03/08/2010,"1,138.40","1,141.05","1,136.77","1,138.50"
03/05/2010,"1,125.12","1,139.38","1,125.12","1,138.70"
03/04/2010,"1,119.12","1,123.73","1,116.66","1,122.97"
03/03/2010,"1,119.36","1,125.64","1,116.58","1,118.79"
03/02/2010,"1,117.01","1,123.46","1,116.51","1,118.31"
03/01/2010,"1,105.36","1,116.11","1,105.36","1,115.71"
02/26/2010,"1,103.10","1,107.24","1,097.56","1,104.49"
02/25/2010,"1,101.24","1,103.50","1,086.02","1,102.94"
02/24/2010,"1,095.89","1,106.42","1,095.50","1,105.24"
02/23/2010,"1,107.49","1,108.58","1,092.18","1,094.60"
02/22/2010,"1,110.00","1,112.29","1,105.38","1,108.01"
02/19/2010,"1,105.49","1,112.42","1,100.80","1,109.17"
02/18/2010,"1,099.03","1,108.24","1,097.48","1,106.75"
02/17/2010,"1,096.14","1,101.03","1,094.72","1,099.51"
02/16/2010,"1,079.13","1,095.67","1,079.13","1,094.87"
02/12/2010,"1,075.95","1,077.81","1,062.97","1,075.51"
02/11/2010,"1,067.10","1,080.04","1,060.59","1,078.47"
02/10/2010,"1,069.68","1,073.67","1,059.34","1,068.13"
02/09/2010,"1,060.06","1,079.28","1,060.06","1,070.52"
02/08/2010,"1,065.51","1,071.20","1,056.51","1,056.74"
02/05/2010,"1,064.12","1,067.13","1,044.50","1,066.19"
02/04/2010,"1,097.25","1,097.25","1,062.78","1,063.11"
02/03/2010,"1,100.67","1,102.72","1,093.97","1,097.28"
02/02/2010,"1,090.05","1,104.73","1,087.96","1,103.32"
02/01/2010,"1,073.89","1,089.38","1,073.89","1,089.19"
01/29/2010,"1,087.61","1,096.45","1,071.59","1,073.87"
01/28/2010,"1,096.93","1,100.22","1,078.46","1,084.53"
01/27/2010,"1,091.54","1,099.51","1,083.11","1,097.50"
01/26/2010,"1,095.80","1,103.69","1,089.86","1,092.17"
01/25/2010,"1,092.40","1,102.97","1,092.40","1,096.78"
01/22/2010,"1,115.49","1,115.49","1,090.18","1,091.76"
01/21/2010,"1,138.68","1,141.58","1,114.84","1,116.48"
01/20/2010,"1,138.34","1,147.95","1,129.05","1,138.04"
01/19/2010,"1,136.03","1,150.45","1,135.77","1,150.23"
01/15/2010,"1,147.72","1,147.77","1,131.39","1,136.03"
01/14/2010,"1,145.68","1,150.41","1,143.80","1,148.46"
01/13/2010,"1,137.31","1,148.40","1,133.18","1,145.68"
01/12/2010,"1,143.81","1,143.81","1,131.77","1,136.22"
01/11/2010,"1,145.96","1,149.74","1,142.02","1,146.98"
01/08/2010,"1,140.52","1,145.39","1,136.22","1,144.98"
01/07/2010,"1,136.27","1,142.46","1,131.32","1,141.69"
01/06/2010,"1,135.71","1,139.19","1,133.95","1,137.14"
01/05/2010,"1,132.66","1,136.63","1,129.66","1,136.52"
01/04/2010,"1,116.56","1,133.87","1,116.56","1,132.99"
12/31/2009,"1,126.60","1,127.64","1,114.81","1,115.10"
12/30/2009,"1,125.53","1,126.42","1,121.94","1,126.42"
12/29/2009,"1,128.55","1,130.38","1,126.08","1,126.20"
12/28/2009,"1,127.53","1,130.38","1,123.51","1,127.78"
12/24/2009,"1,121.08","1,126.48","1,121.08","1,126.48"
12/23/2009,"1,118.84","1,121.58","1,116.00","1,120.59"
12/22/2009,"1,114.51","1,120.27","1,114.51","1,118.02"
12/21/2009,"1,105.31","1,117.68","1,105.31","1,114.05"
12/18/2009,"1,097.86","1,103.74","1,093.88","1,102.47"
12/17/2009,"1,106.36","1,106.36","1,095.88","1,096.08"
12/16/2009,"1,108.61","1,116.21","1,107.96","1,109.18"
12/15/2009,"1,114.11","1,114.11","1,105.35","1,107.93"
12/14/2009,"1,107.84","1,114.76","1,107.84","1,114.11"
12/11/2009,"1,103.96","1,108.50","1,101.34","1,106.41"
12/10/2009,"1,098.69","1,106.25","1,098.69","1,102.35"
12/09/2009,"1,091.07","1,097.04","1,085.89","1,095.95"
12/08/2009,"1,103.04","1,103.04","1,088.61","1,091.94"
12/07/2009,"1,105.52","1,110.72","1,100.83","1,103.25"
12/04/2009,"1,100.43","1,119.13","1,096.52","1,105.98"
12/03/2009,"1,110.59","1,117.28","1,098.74","1,099.92"
12/02/2009,"1,109.03","1,115.58","1,105.29","1,109.24"
12/01/2009,"1,098.89","1,112.28","1,098.89","1,108.86"
11/30/2009,"1,091.07","1,097.24","1,086.25","1,095.63"
11/27/2009,"1,105.47","1,105.47","1,083.74","1,091.49"
11/25/2009,"1,106.49","1,111.18","1,104.75","1,110.63"
11/24/2009,"1,105.83","1,107.56","1,097.63","1,105.65"
11/23/2009,"1,094.86","1,112.38","1,094.86","1,106.24"
11/20/2009,"1,094.66","1,094.66","1,086.81","1,091.38"
11/19/2009,"1,106.44","1,106.44","1,088.40","1,094.90"
11/18/2009,"1,109.44","1,111.10","1,102.70","1,109.80"
11/17/2009,"1,109.22","1,110.52","1,102.19","1,110.32"
11/16/2009,"1,094.13","1,113.69","1,094.13","1,109.30"
11/13/2009,"1,087.59","1,097.79","1,085.33","1,093.48"
11/12/2009,"1,098.31","1,107.97","1,084.90","1,087.24"
11/11/2009,"1,096.04","1,105.37","1,093.81","1,098.51"
11/10/2009,"1,091.86","1,096.42","1,087.40","1,093.01"
11/09/2009,"1,076.84","1,093.19","1,072.31","1,093.08"
11/06/2009,"1,060.29","1,071.48","1,059.32","1,069.30"
11/05/2009,"1,054.50","1,066.65","1,047.30","1,066.63"
11/04/2009,"1,053.74","1,061.00","1,045.15","1,046.50"
11/03/2009,"1,036.10","1,046.36","1,033.94","1,045.41"
11/02/2009,"1,040.80","1,052.18","1,029.38","1,042.88"
10/30/2009,"1,061.28","1,065.41","1,033.38","1,036.19"
10/29/2009,"1,050.78","1,066.83","1,043.69","1,066.11"
10/28/2009,"1,059.42","1,063.26","1,042.19","1,042.63"
10/27/2009,"1,069.21","1,072.48","1,060.62","1,063.41"
10/26/2009,"1,080.95","1,091.75","1,065.23","1,066.95"
10/23/2009,"1,095.68","1,095.83","1,075.49","1,079.60"
10/22/2009,"1,080.77","1,095.21","1,074.31","1,092.91"
10/21/2009,"1,089.16","1,101.36","1,080.77","1,081.40"
10/20/2009,"1,097.65","1,098.64","1,086.16","1,091.06"
10/19/2009,"1,090.58","1,100.17","1,086.48","1,097.91"
10/16/2009,"1,087.50","1,094.67","1,081.53","1,087.68"
10/15/2009,"1,087.30","1,096.56","1,086.41","1,096.56"
10/14/2009,"1,086.31","1,093.17","1,078.68","1,092.02"
10/13/2009,"1,072.58","1,075.30","1,066.71","1,073.19"
10/12/2009,"1,076.27","1,079.46","1,071.63","1,076.19"
10/09/2009,"1,065.25","1,071.51","1,063.00","1,071.49"
10/08/2009,"1,064.77","1,070.67","1,060.03","1,065.48"
10/07/2009,"1,051.92","1,058.02","1,050.10","1,057.58"
10/06/2009,"1,047.85","1,060.55","1,042.02","1,054.72"
10/05/2009,"1,029.67","1,042.58","1,025.92","1,040.46"
10/02/2009,"1,020.49","1,030.60","1,019.95","1,025.21"
10/01/2009,"1,052.80","1,054.91","1,029.45","1,029.85"
09/30/2009,"1,062.76","1,063.40","1,046.47","1,057.08"
09/29/2009,"1,064.87","1,069.62","1,057.83","1,060.61"
09/28/2009,"1,049.36","1,065.13","1,045.38","1,062.98"
09/25/2009,"1,047.78","1,053.47","1,041.17","1,044.38"
09/24/2009,"1,064.03","1,066.29","1,045.85","1,050.78"
09/23/2009,"1,073.54","1,080.15","1,060.39","1,060.87"
09/22/2009,"1,070.66","1,073.81","1,066.35","1,071.66"
09/21/2009,"1,060.03","1,067.28","1,057.46","1,064.66"
09/18/2009,"1,071.52","1,071.52","1,064.27","1,068.30"
09/17/2009,"1,066.62","1,074.77","1,061.20","1,065.49"
09/16/2009,"1,057.21","1,068.76","1,052.87","1,068.76"
09/15/2009,"1,049.71","1,056.04","1,043.42","1,052.63"
09/14/2009,"1,035.00","1,049.74","1,035.00","1,049.34"
09/11/2009,"1,045.62","1,048.18","1,038.40","1,042.73"
09/10/2009,"1,033.77","1,044.14","1,028.04","1,044.14"
09/09/2009,"1,026.82","1,036.34","1,023.97","1,033.37"
09/08/2009,"1,024.75","1,026.07","1,018.67","1,025.39"
09/04/2009,"1,004.45","1,016.48","1,001.65","1,016.40"
09/03/2009,"999.73","1,003.43","992.25","1,003.24"
09/02/2009,"993.53","1,000.34","991.97","994.75"
09/01/2009,"1,015.88","1,028.45","996.28","998.04"
08/31/2009,"1,019.42","1,025.21","1,014.62","1,020.62"
08/28/2009,"1,037.81","1,039.47","1,023.13","1,028.93"
08/27/2009,"1,026.23","1,033.33","1,016.20","1,030.98"
08/26/2009,"1,024.73","1,032.47","1,021.57","1,028.12"
08/25/2009,"1,030.52","1,037.75","1,026.21","1,028.00"
08/24/2009,"1,030.69","1,035.82","1,022.48","1,025.57"
08/21/2009,"1,020.85","1,027.59","1,009.06","1,026.13"
08/20/2009,"997.39","1,008.92","996.39","1,007.37"
08/19/2009,"979.01","999.61","980.62","996.46"
08/18/2009,"982.68","991.20","980.62","989.67"
08/17/2009,"985.21","998.18","978.51","979.73"
08/14/2009,"1,012.55","1,012.60","994.60","1,004.09"
08/13/2009,"1,008.93","1,012.78","993.36","1,012.73"
08/12/2009,"993.36","1,012.78","993.36","1,005.81"
08/11/2009,"1,001.90","1,005.77","992.40","994.35"
08/10/2009,"1,004.80","1,010.12","1,000.99","1,007.10"
08/07/2009,"1,007.28","1,018.00","999.83","1,010.48"
08/06/2009,"1,006.73","1,008.00","992.49","997.08"
08/05/2009,"1,006.11","1,006.64","994.31","1,002.72"
08/04/2009,"998.16","1,007.12","996.68","1,005.65"
08/03/2009,"998.22","1,003.61","990.22","1,002.63"
07/31/2009,"985.70","993.18","982.85","987.48"
07/30/2009,"987.82","996.68","976.01","986.75"
07/29/2009,"972.44","977.76","968.65","975.15"
07/28/2009,"975.18","982.35","969.35","979.62"
07/27/2009,"978.09","982.49","972.29","982.18"
07/24/2009,"971.56","979.79","965.95","979.26"
07/23/2009,"955.35","979.42","953.27","976.29"
07/22/2009,"948.34","959.83","947.75","954.07"
07/21/2009,"957.44","956.53","943.22","954.58"
07/20/2009,"945.10","951.62","940.99","951.13"
07/17/2009,"940.03","941.89","934.65","940.38"
07/16/2009,"929.50","943.96","927.45","940.74"
07/15/2009,"917.63","933.95","910.15","932.68"
07/14/2009,"901.82","905.84","896.50","905.84"
07/13/2009,"881.64","901.05","875.32","901.05"
07/10/2009,"876.06","883.57","872.81","879.13"
07/09/2009,"885.31","887.86","878.45","882.68"
07/08/2009,"884.68","886.80","869.32","879.56"
07/07/2009,"896.94","898.60","879.93","881.03"
07/06/2009,"889.38","898.72","886.36","898.72"
07/02/2009,"911.83","921.24","896.42","896.42"
07/01/2009,"925.03","931.92","920.82","923.33"
06/30/2009,"926.79","930.01","912.86","919.32"
06/29/2009,"916.00","927.99","916.18","927.23"
06/26/2009,"916.00","922.00","913.03","918.90"
06/25/2009,"897.59","921.42","896.27","920.26"
06/24/2009,"901.60","910.85","896.31","900.94"
06/23/2009,"895.12","898.69","888.86","895.10"
06/22/2009,"910.36","918.13","893.04","893.04"
06/19/2009,"926.15","927.09","915.80","921.23"
06/18/2009,"911.73","921.93","907.94","918.37"
06/17/2009,"911.13","918.44","903.78","910.71"
06/16/2009,"927.58","928.00","911.60","911.97"
06/15/2009,"934.87","942.45","919.65","923.72"
06/12/2009,"939.25","946.30","935.66","946.21"
06/11/2009,"941.17","956.23","939.04","944.89"
06/10/2009,"942.73","949.77","927.97","939.15"
06/09/2009,"943.38","946.92","936.15","942.43"
06/08/2009,"934.27","946.33","926.44","939.14"
06/05/2009,"951.97","951.69","934.13","940.09"
06/04/2009,"935.89","942.47","929.32","942.46"
06/03/2009,"936.55","942.51","923.85","931.76"
06/02/2009,"939.87","949.38","938.46","944.74"
06/01/2009,"932.42","947.77","923.26","942.87"
05/29/2009,"911.62","920.02","903.56","919.14"
05/28/2009,"899.68","909.45","887.60","906.83"
05/27/2009,"911.02","913.84","891.87","893.06"
05/26/2009,"880.24","911.76","881.46","910.33"
05/22/2009,"890.65","896.65","883.75","887.00"
05/21/2009,"892.02","900.42","879.61","888.33"
05/20/2009,"917.00","924.60","901.37","903.47"
05/19/2009,"909.03","916.39","905.22","908.13"
05/18/2009,"893.68","910.00","886.07","909.71"
05/15/2009,"891.06","896.97","878.94","882.88"
05/14/2009,"884.77","898.36","882.52","893.07"
05/13/2009,"894.27","905.40","882.80","883.92"
05/12/2009,"914.30","915.57","896.46","908.35"
05/11/2009,"913.36","922.90","908.68","909.24"
05/08/2009,"919.22","930.17","909.03","929.23"
05/07/2009,"929.41","929.58","901.36","907.39"
05/06/2009,"914.48","920.28","903.95","919.53"
05/05/2009,"904.86","907.70","897.34","903.80"
05/04/2009,"885.58","907.85","879.21","907.24"
05/01/2009,"873.00","880.48","866.10","877.52"
04/30/2009,"882.91","888.70","868.51","872.81"
04/29/2009,"862.17","882.06","856.85","873.64"
04/28/2009,"847.89","864.48","847.12","855.16"
04/27/2009,"854.65","868.83","854.65","857.51"
04/24/2009,"859.45","871.80","853.91","866.23"
04/23/2009,"847.15","852.87","835.45","851.92"
04/22/2009,"841.58","861.78","840.57","843.55"
04/21/2009,"827.46","850.09","826.83","850.08"
04/20/2009,"854.15","868.27","832.39","832.39"
04/17/2009,"870.59","875.63","860.87","869.60"
04/16/2009,"858.72","870.35","847.04","865.30"
04/15/2009,"837.66","852.93","835.58","852.06"
04/14/2009,"849.79","856.88","840.25","841.50"
04/13/2009,"847.32","864.31","845.35","858.73"
04/09/2009,"845.37","856.91","829.29","856.56"
04/08/2009,"819.48","828.42","814.84","825.16"
04/07/2009,"834.12","834.12","814.53","815.55"
04/06/2009,"832.49","839.75","822.79","835.48"
04/03/2009,"835.67","842.50","826.70","842.50"
04/02/2009,"830.66","845.61","814.53","834.38"
04/01/2009,"785.01","813.62","783.32","811.08"
03/31/2009,"795.83","810.48","790.88","797.87"
03/30/2009,"797.29","809.07","779.81","787.53"
03/27/2009,"819.52","828.68","813.43","815.94"
03/26/2009,"822.53","832.98","814.06","832.86"
03/25/2009,"811.83","826.78","791.37","813.88"
03/24/2009,"820.60","823.65","805.48","806.12"
03/23/2009,"789.14","823.37","772.31","822.92"
03/20/2009,"789.40","788.91","766.20","768.54"
03/19/2009,"804.87","803.24","781.82","784.04"
03/18/2009,"772.08","803.04","765.64","794.35"
03/17/2009,"754.84","778.12","749.93","778.12"
03/16/2009,"764.50","774.53","753.37","753.89"
03/13/2009,"755.39","758.29","742.46","756.55"
03/12/2009,"720.62","752.63","714.76","750.74"
03/11/2009,"724.34","731.92","713.85","721.36"
03/10/2009,"691.44","719.60","679.28","719.60"
03/09/2009,"675.13","695.27","672.88","676.53"
03/06/2009,"688.18","699.09","666.79","683.38"
03/05/2009,"697.42","708.27","677.93","682.55"
03/04/2009,"708.76","724.12","698.60","712.87"
03/03/2009,"710.16","711.67","692.30","696.33"
03/02/2009,"719.75","729.57","699.70","700.82"
02/27/2009,"736.03","751.27","734.52","735.09"
02/26/2009,"775.23","779.42","751.75","752.83"
02/25/2009,"767.63","780.12","752.89","764.90"
02/24/2009,"746.51","775.49","744.69","773.14"
02/23/2009,"777.52","777.85","742.37","743.33"
02/20/2009,"768.20","778.69","754.25","770.05"
02/19/2009,"795.19","797.58","777.03","778.94"
02/18/2009,"793.83","796.17","780.43","788.42"
02/17/2009,"803.11","818.61","789.17","789.17"
02/13/2009,"832.90","839.43","825.21","826.84"
02/12/2009,"818.72","835.48","808.06","835.19"
02/11/2009,"833.36","838.22","822.30","833.74"
02/10/2009,"861.98","868.05","822.99","827.16"
02/09/2009,"868.17","875.01","861.65","869.89"
02/06/2009,"847.37","870.75","845.42","868.60"
02/05/2009,"826.10","850.55","819.91","845.85"
02/04/2009,"841.58","851.85","829.18","832.23"
02/03/2009,"830.42","842.60","821.98","838.51"
02/02/2009,"815.11","830.78","812.87","825.44"
01/30/2009,"849.08","851.66","821.67","825.88"
01/29/2009,"859.30","868.89","844.15","845.14"
01/28/2009,"863.81","877.86","845.73","874.09"
01/27/2009,"841.64","850.45","835.40","845.71"
01/26/2009,"834.57","852.53","827.69","836.57"
01/23/2009,"808.80","838.61","806.07","831.95"
01/22/2009,"820.40","839.74","811.29","827.50"
01/21/2009,"818.63","841.72","804.30","840.24"
01/20/2009,"841.91","849.64","804.47","805.22"
01/16/2009,"858.13","858.13","830.66","850.12"
01/15/2009,"840.45","851.59","817.04","843.74"
01/14/2009,"854.05","867.28","836.93","842.62"
01/13/2009,"867.39","877.02","862.02","871.79"
01/12/2009,"888.53","890.40","864.32","870.26"
01/09/2009,"910.92","911.93","888.31","890.35"
01/08/2009,"901.25","910.00","896.81","909.73"
01/07/2009,"917.87","927.45","902.37","906.65"
01/06/2009,"937.33","943.85","927.28","934.70"
01/05/2009,"929.17","936.63","919.53","927.45"
01/02/2009,"904.61","934.73","899.73","931.80"
12/31/2008,"890.22","910.32","889.67","903.25"
12/30/2008,"873.87","891.12","870.58","890.64"
12/29/2008,"873.76","873.76","857.07","869.42"
12/26/2008,"872.03","873.74","866.52","872.80"
12/24/2008,"863.73","869.79","861.44","868.15"
12/23/2008,"879.80","880.44","860.10","863.16"
12/22/2008,"888.33","887.37","857.09","871.63"
12/19/2008,"889.74","905.47","883.02","887.88"
12/18/2008,"907.96","911.02","877.44","885.28"
12/17/2008,"900.54","918.85","895.94","904.42"
12/16/2008,"875.40","914.66","871.53","913.18"
12/15/2008,"883.16","884.63","857.72","868.57"
12/12/2008,"871.79","883.24","851.35","879.73"
12/11/2008,"889.54","904.63","868.73","873.59"
12/10/2008,"897.20","908.27","885.45","899.24"
12/09/2008,"896.70","916.26","885.38","888.67"
12/08/2008,"898.02","918.57","882.71","909.70"
12/05/2008,"835.12","879.42","818.41","876.07"
12/04/2008,"855.96","875.60","833.60","845.22"
12/03/2008,"827.93","873.12","827.60","870.74"
12/02/2008,"831.73","850.54","817.94","848.81"
12/01/2008,"870.24","888.61","815.69","816.21"
11/28/2008,"883.43","896.25","881.21","896.24"
11/26/2008,"840.68","887.68","841.37","887.68"
11/25/2008,"868.48","868.94","834.99","857.39"
11/24/2008,"818.21","865.60","801.20","851.81"
11/21/2008,"763.45","801.20","741.02","800.03"
11/20/2008,"795.69","820.52","747.78","752.44"
11/19/2008,"857.68","864.57","806.18","806.58"
11/18/2008,"849.31","865.90","826.84","859.12"
11/17/2008,"862.09","882.29","848.98","850.75"
11/14/2008,"891.18","916.88","869.88","873.29"
11/13/2008,"857.06","913.01","818.69","911.29"
11/12/2008,"880.15","893.39","850.48","852.30"
11/11/2008,"905.50","917.15","884.90","898.95"
11/10/2008,"949.74","951.95","907.47","919.21"
11/07/2008,"914.67","931.46","906.90","930.99"
11/06/2008,"942.74","952.40","899.73","904.88"
11/05/2008,"991.23","1,001.84","949.86","952.77"
11/04/2008,"988.88","1,007.51","971.31","1,005.75"
11/03/2008,"968.24","975.57","958.82","966.30"
10/31/2008,"952.83","984.38","944.59","968.75"
10/30/2008,"958.09","963.23","928.50","954.09"
10/29/2008,"937.26","969.97","922.26","930.09"
10/28/2008,"873.12","940.51","845.27","940.51"
10/27/2008,"860.23","893.78","846.75","848.92"
10/24/2008,"852.85","896.30","852.85","876.77"
10/23/2008,"904.11","922.83","858.44","908.11"
10/22/2008,"931.62","951.67","875.81","896.78"
10/21/2008,"971.04","985.44","952.47","955.05"
10/20/2008,"954.92","985.40","943.51","985.40"
10/17/2008,"922.71","984.64","918.74","940.55"
10/16/2008,"912.04","947.71","865.83","946.43"
10/15/2008,"975.22","994.60","903.99","907.84"
10/14/2008,"1,049.69","1,044.31","972.07","998.01"
10/13/2008,"944.62","1,006.93","912.75","1,003.35"
10/10/2008,"866.33","936.36","839.80","899.22"
10/09/2008,"998.22","1,005.25","909.19","909.92"
10/08/2008,"966.16","1,021.06","970.97","984.94"
10/07/2008,"1,068.33","1,072.91","996.23","996.23"
10/06/2008,"1,065.59","1,097.56","1,007.97","1,056.89"
10/03/2008,"1,128.35","1,153.82","1,098.14","1,099.23"
10/02/2008,"1,150.85","1,160.64","1,111.43","1,114.28"
10/01/2008,"1,154.70","1,167.03","1,140.77","1,161.06"
09/30/2008,"1,135.00","1,168.03","1,113.78","1,166.36"
09/29/2008,"1,188.46","1,209.07","1,106.39","1,106.39"
09/26/2008,"1,187.54","1,215.77","1,187.54","1,213.01"
09/25/2008,"1,187.87","1,220.03","1,187.87","1,209.18"
09/24/2008,"1,187.46","1,197.41","1,179.79","1,185.87"
09/23/2008,"1,210.44","1,221.15","1,187.06","1,188.22"
09/22/2008,"1,245.87","1,255.37","1,205.61","1,207.09"
09/19/2008,"1,265.12","1,265.12","1,213.11","1,255.08"
09/18/2008,"1,178.20","1,211.14","1,133.50","1,206.51"
09/17/2008,"1,189.89","1,210.34","1,155.88","1,156.39"
09/16/2008,"1,169.28","1,214.84","1,169.28","1,213.59"
09/15/2008,"1,213.16","1,250.92","1,192.70","1,192.70"
09/12/2008,"1,238.77","1,255.09","1,233.81","1,251.70"
09/11/2008,"1,214.94","1,249.98","1,211.54","1,249.05"
09/10/2008,"1,235.97","1,243.90","1,221.60","1,232.04"
09/09/2008,"1,265.41","1,268.66","1,224.51","1,224.51"
09/08/2008,"1,274.42","1,274.42","1,247.12","1,267.79"
09/05/2008,"1,228.92","1,244.94","1,217.23","1,242.31"
09/04/2008,"1,266.06","1,271.80","1,232.83","1,236.83"
09/03/2008,"1,275.03","1,280.60","1,265.59","1,274.98"
09/02/2008,"1,298.33","1,303.04","1,272.20","1,277.58"
08/29/2008,"1,293.82","1,297.59","1,282.74","1,282.83"
08/28/2008,"1,288.00","1,300.68","1,283.79","1,300.68"
08/27/2008,"1,272.58","1,285.05","1,270.03","1,281.66"
08/26/2008,"1,267.15","1,275.65","1,263.21","1,271.51"
08/25/2008,"1,284.71","1,290.47","1,264.87","1,266.84"
08/22/2008,"1,282.92","1,293.09","1,277.59","1,292.20"
08/21/2008,"1,266.14","1,281.40","1,265.22","1,277.72"
08/20/2008,"1,271.44","1,276.01","1,261.16","1,274.54"
08/19/2008,"1,270.18","1,276.65","1,263.11","1,266.69"
08/18/2008,"1,299.98","1,300.22","1,274.51","1,278.60"
08/15/2008,"1,294.49","1,302.05","1,290.74","1,298.20"
08/14/2008,"1,274.99","1,300.11","1,276.84","1,292.93"
08/13/2008,"1,285.22","1,294.03","1,274.86","1,285.83"
08/12/2008,"1,300.68","1,304.79","1,285.64","1,289.59"
08/11/2008,"1,293.73","1,313.15","1,291.41","1,305.32"
08/08/2008,"1,263.68","1,297.85","1,262.11","1,296.32"
